comentarios,id_comentarios,nombre_canal,categoria,dummy_y
"que ondas latincoder ...  hice una solución espero le pueda echar un vistazo... la solución esta en c#.  no estaría mal que hicieras un vídeo analizando las soluciones que te hayan compartido. saludos...

private static void Rotar(int[,] matriz)

{
    if (matriz.GetLength(0) != matriz.GetLength(1))
                throw new Exception(""La matriz no es cuadrada"");

            int dimencion = matriz.GetLength(0);
            int nivel = dimencion / 2;

            for (int y = 0; y < nivel; y++)
                for (int x = 0; x < ((dimencion - (y * 2)) - 1); x++)
                    Desplazar(matriz, y, y, 0, 0, y);
}


 private static void Desplazar(int[,] matriz, int y, int x, int valorant = 0, int vuelta = 0, int nivel = 0)
        {
            int valor;
            int y2, x2;
            y2 = y;
            x2 = x;

            int dimencion = matriz.GetLength(0);
           

            if (y == nivel && x < (dimencion - nivel) - 1 && vuelta == 0)
                x2++;
            else if (x == ((dimencion - nivel) - 1) && y < ((dimencion - nivel)) - 1 && vuelta < 2)
            {
                y2++;
                vuelta = 1;
            }
            else if (x > nivel && y == ((dimencion - nivel)) - 1)
            {
                x2--;
                vuelta = 2;
            }
            else
            {
                y2--;
                vuelta = 3;
            }

            if (y2 < nivel)
                return;

            valor = matriz[y2, x2];

            if (valorant > 0)
                matriz[y2, x2] = valorant;
            else
                matriz[y2, x2] = matriz[y, x];

            Desplazar(matriz, y2, x2, valor, vuelta, nivel);
        }",UgzMltNskkGK1_Ij9TZ4AaABAg,latincoder,informatica,2
"Es un dolor de cabeza las matrices, pero de esto se trata la programación, crear el algoritmo  hasta encontrar la solución",UgymuFJ0Vd0p6b0SMV94AaABAg,latincoder,informatica,2
"Hola Jorge!!, soy programador igual que vos. Y tengo esa ambición motivadora de llegar alcanzar de trabajar en una empresa de tecnología de punta. Pero me doy cuenta que siempre estoy detrás de las tecnologías. ¿cómo puedo hacer para estar al tanto de las tecnologías y procesos de trabajo en vanguardia y valorados?, desde ya te agradezco.",UgydAxmiAFoR2Q-asZt4AaABAg,latincoder,informatica,2
"Excelente video @latincoder, Dejo mi codigo en java por si a alguien le sirve, segun leetcode es 100% rapido. 
public static void rotate(int[][] matrix) {
        int referenciaFila = matrix.length;
        int posiFila,posColumna =0, resultadoMat = 0, indiceNumero = 0, indiceMatFinal =0;
        int[]valoresMat = new int[matrix.length*matrix.length];
         
        for(int j =0; j < referenciaFila; j++){
             
            for(int k =0; k<referenciaFila; referenciaFila--){
                posiFila = referenciaFila - 1;
                resultadoMat = matrix[posiFila][posColumna];
                valoresMat[indiceNumero] = resultadoMat;
                indiceNumero ++;
            } 
            posColumna++;
            if(referenciaFila == 0){
                referenciaFila = matrix.length;
            } 
        }
        
        for(int i = 0; i<matrix.length; i++){
            
            for(int j=0; j< matrix[i].length; j++){
                matrix[i][j] = valoresMat[indiceMatFinal];
                indiceMatFinal++;
            }
            
        }
    }",UgydARZHXS9g9sAxV4J4AaABAg,latincoder,informatica,2
"Tengo una pregunta,espero puedas resolverla)=, soy mexicano y ya que tenga la suficiente experiencia quisiera irme a Estados Unidos a trabajar, ¿podria trabajar en una empresa como amazon usa siendo mexicano?",UgyDO2rGKCiRlX9DL4F4AaABAg,latincoder,informatica,2
"Hola Jorge, me gusta tu canal. 
Hice esta solución con un amigo: 
class Solution {

    public void rotate(int[][] matrix)
     { 
   
        int aux=0;
            int n = matrix.length;
            //Matriz transpuesta
  
         for(int i =0; i<n-1;i++)

           {
            
                   for( int j= i+1; j<n;j++)
                   {
                
                aux=matrix[i][j];
               
                matrix[i][j]=matrix[j][i];
               
                matrix[j][i]=aux;
              
      } 
 
          }
       
           //Intercambiar columnas
           for(int j =0; j<(n/2);j++)

          { 
       
            for(int i=0;i<n;i++)

                   {
                
                               aux=matrix[i][j];
    
                          matrix[i][j]=matrix[i][n-1-j];
                               matrix[i][n-1-j]=aux;
 
                 }      
        
            }

    }
}",UgwdH_pp8Ch7Gk9bsLx4AaABAg,latincoder,informatica,2
"Amigo te quiero hacer 2 consultas.
1.- Como fue tu proceso o que es lo que haz hecho para poder lograr el nivel de ingles que tienes. Puedes contarme un poco sobre eso?
2.- hasta que edad crees que es el limite de tiempo para aprender a programar? En mi caso tengo 32 años y quisiera aprender programacion y desarrollo web, segun tu experiencia y viendo que hay personas que empiezan a muy temprana edad, crees que aún estoy a tiempo, siendo bien objetivo y honesto? En caso de que si recomiendas un bootcamp, para luego buscar empleo en un pais anglosajon? he oido hablar que en esos programas  vas de lleno a la materia pura y dura que usarás en un trabajo. Gracias y que estés bien.",UgyORUlIXsjwfFXbvGJ4AaABAg,latincoder,informatica,2
"Gracias a la gente q se aguanto hasta El final. Lo bueno empieza x ahi del minuto 20 aprox.
Al final estamos generando tests dinamicos con multiplicacion de matrices usando Linq para probar muestra abstraccion de Mapa generico",Ugw1gpHKhmQcVMtHlcZ4AaABAg,latincoder,informatica,2
"Porque no usas Visual Studio? El editor de texto de VS code es npara múltiples lenguajes, visual studio tiene un soporte nativo de c# y no batallaras para formatear el código. Se que eres nuevo en c#, yo tengo 10 años trabajando en c#, no conozco mucho pero quizá haya cosas en la qué te pueda apoyar. Buscame en twitter @pirras",UgzyWGFKL-PdUtyTYV54AaABAg,latincoder,informatica,2
Trabajas en US con visa de trabajo o desde antes vivías allá?,Ugwo92C9AljuvuPZTNF4AaABAg,latincoder,informatica,2
"Bro para cuando un live hablando de criptografia y todo lo que se tiene que hacer para cuidar el codigo fuente, cuando encriptar y cuando osfuscar? . Saludos",Ugz2KrI4c9rRkcbfkQJ4AaABAg,latincoder,informatica,2
"La cuestión es, en tu labor día a día usas TDD? en los equipos que has trabajado lo usan?, las empresas importantes de producto lo usan?",Ugx86u3OFY39n5APiWt4AaABAg,latincoder,informatica,2
Una pregunta: que lenguaje utilizabas cuando trabajabas en amazon? Xdd,UgxX42eksEHnP_TXvFp4AaABAg,latincoder,informatica,2
"Hola Jorge, que video espectacular Gracias... tu enfoque está más orientado al backend, lo podríamos ver de esta manera verdad ?",UgycXd_Re2i2OwmLeDN4AaABAg,latincoder,informatica,2
"Para assertar tipo en MSTest es con Assert.IsInstanceOfType(), o con xUnit Assert.IsType()",UgxEbwqFgcaia6Pw3iB4AaABAg,latincoder,informatica,2
"Saludos, Cual es el nombre del libro que indicas al comienzo? gracias!",UgzMFf-El5Q_EeOXZpZ4AaABAg,latincoder,informatica,2
"Saludos de Peru, seria bueno que compartieras los grupos para unurme , aprender y aportar gracias",Ugw0lFjn7YdDkO-T13N4AaABAg,latincoder,informatica,2
España en ciudad pequeña =  cobras 1000 euros y 500  el alquiler,UgzJ2KLARRJUlTCEmZ94AaABAg,latincoder,informatica,2
"¡Excelente video!  Muy interesante plática. Solo en algo me parece que te equivocas pero mucho, Jorge.. ¡La casa de Toño es horrible! una ofensa a la Cocina Mexicana. Fuera de ese pequeño detalle, gracias por esta entrevista!",Ugy4QdVY-Bg78EKd9tJ4AaABAg,latincoder,informatica,2
"-El cuarto tiene ventanas
*Universitario: No tengo para darme esos lujos jajaj",UgwizvFS2UGkkV0oK5B4AaABAg,latincoder,informatica,2
"Es verdad que vivimos en una ""burbuja"". Aunque hay cosas que no nos gustan de nuestra indústria (problemas del primer mundo), como desarrolladores tenemos un privilegio y una estabilidad que pocas personas tienen. Al menos esa es la sensación que da cuando compartes experiencias con amigos y familiares.",UgzkPCa2Q4D-D9C0ieV4AaABAg,latincoder,informatica,2
"En espania la armas si eres extranjero,los espanioles son muy buenos, pero siento que no son bien recomenzados... !!!!!!!!!!!!!!!!",UgyyVz5RxyaqhHy1Tzl4AaABAg,latincoder,informatica,2
Falto comentar que en Barcelona hay restaurantes mexicanos buenísimos y autóctonos,Ugzv0SL1kjOQuFlZNVF4AaABAg,latincoder,informatica,2
que tan importante es el ingles para las empresas TI españolas? me gustaría migrar a Europa pero me detiene mi nivel de ingles,UgxmxJzxWflsmDvkj694AaABAg,latincoder,informatica,2
"Excelente video, me la pase escuchando mientras debugueaba algo. Buena compania",UgwZf9E3j_asSlgXRV14AaABAg,latincoder,informatica,2
"Escucho por ahi q depende de la empresa y experiencia pero cuanto creen q se gana un desarollador movil android junior, de forma remota en este caso.
Salu2.",UgyFp1vNUSRhWihDBp54AaABAg,latincoder,informatica,2
Que buen vídeo. Jorge es momento que nos des unas clases de cocina para programadores jajaja.,UgxLA_rWTJImor9qxMN4AaABAg,latincoder,informatica,2
Esta plática debió durar más! estuvo buenísima. Muchas gracias por este material!,UgwjXXq2Jskzp9izh5R4AaABAg,latincoder,informatica,2
"Pero que buen video !!!! estuvo mortal, no tenia tiempo para verlo y hasta recien que lo pude ver... Te felicito Jorge, siempre entregandonos contenidos de primera calidad. Sigue asi bro, eres lo más !!!! ;)",UgxAs2r3-ojcbQ7F6IN4AaABAg,latincoder,informatica,2
Que gran live Jorge!!!! me he quedado impresionado  con las experiencias que han compartido!! un abrazo y saludos desde Perú!! ( ps: me maté de risa cuando mencionaron lo de sql y tu code review con el for(;;) xD jajaja ),Ugy99eYPqxEqqIf3svp4AaABAg,latincoder,informatica,2
"Windows 3.11 con un 486. era como nitroglicerina, que recuerdos! jaja!",UgzhVOc9NNFNcceDYiR4AaABAg,latincoder,informatica,2
"1:00:30 unos 15 minutos más chicos, 40 minutos después xD ah y 1:03:25 hahaha",UgyztaZqizarRSekCg94AaABAg,latincoder,informatica,2
Gracias Jorge por traernos este tipo de contenido la verdad es muy interesante.,UgzyRgoR0R8lFcPWEQV4AaABAg,latincoder,informatica,2
Yo también ando multi-taskeando mientras veo el video. Muy interesante,UgwGPKB3hDqT0kCTlhR4AaABAg,latincoder,informatica,2
"Definitivamente lo mejor de esta pandemia, han sido estos lives ocasionales que estás haciendo con gente tan pro. Sigan así jorge y limón",Ugyx50sKsZb7FIetmPh4AaABAg,latincoder,informatica,2
"De los mejores o creo que el mejor Live que he visto en Latincoder,  muy entretenido y educativo,  gracias. Saludos.",Ugz5Q-hl3LZB-i7HR5h4AaABAg,latincoder,informatica,2
"ajhdjashdjashdjashdasjj yo gano 500$, bueno vamos a ser 2.

- El don vergas",UgxDIF6DDqtgUqzJxYR4AaABAg,latincoder,informatica,2
"Muy buen video, ojala sigas con el curso, explicas muy bien y me gustaria un curso completo  de html contigo",UgxlxFEShGS7VSJ87tR4AaABAg,Purito Codigo,informatica,2
"Me encantó su vídeo, muchas gracia, muy bien explicados los tipos de input y los atributos :)",UgxGt0wgvumui-x4F494AaABAg,Purito Codigo,informatica,2
buena  aporte amigo  haber como puedo contactarte didacticatic123@gmail.com,UgwX99XvoTbixW-u7zB4AaABAg,Purito Codigo,informatica,2
"creo que se te olvido,el textarea ...a donde se va enviar....email...etc..NO?",Ugyr6N4hl1u4Jvk7VFV4AaABAg,Purito Codigo,informatica,2
"muy didactico para principiantes como yo,para cuando tu curso de ccs",UgymX5JBiHwbqpQsmmV4AaABAg,Purito Codigo,informatica,2
"me sirvio mucho gracias por eso, pero me gustaria que mostraras como estilizar todos estos para que se vean mejor",UgyTcaHibQUYopwRFGN4AaABAg,Purito Codigo,informatica,2
Esta muy bueno realmente no vi hasta el momento algo así le felicito.,Ugy04Gz2EjVkqiRodeZ4AaABAg,Purito Codigo,informatica,2
"https://youtu.be/4h5jtKM8y6I
Crud con php y Motor de base de datos MongoDB.
Código en la descripción del vídeo.
Like ️",UgzZhtISW_iZxOSr4qx4AaABAg,Purito Codigo,informatica,2
Y con Dreamweaver t olvidas d todo eso.. porque lo hace por ti,UgwY9wbE5EnH7a-bXud4AaABAg,Purito Codigo,informatica,2
"buenos días, me puedes compartir la clave para descargar el codigo",Ugwf9cW8JlJsr3gvUoN4AaABAg,Purito Codigo,informatica,2
Muchísimas gracias por tomarse el tiempo de explicar la temática.,UgwEFyvZ9DbKkBqgOYR4AaABAg,Purito Codigo,informatica,2
"Hola estoy haciendo un interactivo en html5 y css, con 9 botones que llevan audio ya les puse audio pero tengo un problema como los puedo pausar cuando seleccionen otro de los botones, gracias por la respuesta",UgyRi0-gvhOp5uGNbYt4AaABAg,Purito Codigo,informatica,2
"muy buenos videos compañero, saludos desde  veracruz mexico!",Ugwk3UeyB4oZBwJF7zR4AaABAg,Purito Codigo,informatica,2
"buenas, quisiera saber como recibir audio y video de una camara a mi pag web y si es factible enviar audio tambien",Ugxnchi47v-m5cODz5R4AaABAg,Purito Codigo,informatica,2
Buen video una pregunta como puedo encontrar ejercicios para poner en practica todo lo aprendido algun libro recomiendas? o pagina web?,UgzxtVNDnQbiFlLmGix4AaABAg,Purito Codigo,informatica,2
"hola, buen video pero no logre sumar la imagen hice una carpeta en Visual studio code ""img"" guarde la imagen como  . jpg pero no se subio :/ me ayudas a entender donde crear la carpeta por fis gracias",UgwYo5NNIQ-RhR0-hkZ4AaABAg,Purito Codigo,informatica,2
"debes hacer tutorial algo nuevo  sorprendentes haci tendrás mas suscriptores  ese  ""Poner Imagenes en html "" hay un monton en youtube  te digo no para que te molestes sigo como un consejo  hay mucha gente que busca novedades en html y css",Ugzhz6kmASFsiY1vF1l4AaABAg,Purito Codigo,informatica,2
Podría ponerme en contacto con usted por otro sitio que no fuese youtube? Estoy teniendo problemas con el ejercicio que estoy realizando por si puede echar-le un vistazo rápido gracias.,Ugx0ibKp6V1K_jFpmBJ4AaABAg,Purito Codigo,informatica,2
"hola, consulta de donde saco las etiquetas, existe alguna lista.",UgwEZxaWqSQ5R9x0AOF4AaABAg,Purito Codigo,informatica,2
Que tal amigo la verdad eres muy bueno explicando me ayudas mucho,UgyF_s1Pz-2pPdjDLgV4AaABAg,Purito Codigo,informatica,2
"Hola amigo de qué país eres, ?? 
Sabes me encanta tu forma de explicar me encantaría un curso de JS en YouTube hay, muchos pero tú vas al grano y eso es muy bueno espero lo subas pronto me urge aprender JS gracias.",Ugz5d5mAwZIIf9tJOzx4AaABAg,Purito Codigo,informatica,2
"a mi no me aparece la estructura del HTML:5 como en el video, solamente esta el  inicio y el cierre de este, sabes el porque?",UgybKl4lrgNJF21EcMZ4AaABAg,Purito Codigo,informatica,2
"gran tutorial, tengo algunas dudas ,¿este tipo de programa me permite hacer una tienda oline?",UgyT8NRXx66LuqA5bH14AaABAg,Purito Codigo,informatica,2
Necesito hacer una página en donde el cliente escriba su nombre y gmail y así automáticamente le llegue el documento que yo quiero a través de Gmail...con este programa es posible?? Y si es así necesito ayuda de alguien para que lo haga ya que viendo videos y todo es mucho lo que hay que hacer y a mi me complica :((((....ayuda por favor!!!!!!!,Ugwww-gtkK7vYOhGZvB4AaABAg,Purito Codigo,informatica,2
"saludos amigo ya hacia mucho no pasaba por aquí, pero ya estoy de vueltas para seguir aprendiendo.",Ugwe4myEXEYXVD2SKqt4AaABAg,Purito Codigo,informatica,2
"Hola, ¿qué tal? 
Muchas gracias por tus tutorials.

Pregunta: ¿Subirás en algún futuro tutoriales de JS?",UgyzJQtdHfwUSAdm-CN4AaABAg,Purito Codigo,informatica,2
"Que bueno amigo. Espero sigas subiendo este curso y todos, soy apasionado por este tema de la programación y me gustaría aprender mucho. Y se que aprendería mucho de tus aportes.",UgwD6sg-6ytn0Eycoyp4AaABAg,Purito Codigo,informatica,2
hermano hermoso proyecto :) pero lamentablemente ya esta caido el link. Podrías proporcionar uno nuevo?,Ugy6ebrFoTiefEz0aJB4AaABAg,Purito Codigo,informatica,2
Buenas amigo! me gustaria descargar el proyecto completo pero me figura link caido...Podrias resubir los archivos? Muchas gracias,Ugze7P5xWY3gBT2m6bR4AaABAg,Purito Codigo,informatica,2
Oh muy espectacular siempre lo quise hacer... Amo tus videos,UgwMPPglON9Vm8iXfzh4AaABAg,Purito Codigo,informatica,2
"Hola bonito proyecto, pero a que le llamas ""responsive"", por lo que yo entiendo es la capacidad de una página web en adaptarse a un dispositivo móvil o una pantalla pequeña. Me gustaría que mantengas ese efecto en dichos dispositivos. Gracias y para adelante.",UgwDKSqbcVqFnb_WmOd4AaABAg,Purito Codigo,informatica,2
"hola buenas tardes...  por favor me facilitarias la clave para descargar tus ejemplos, que son muy buenos ... y desse ya mil gracias",UgzLloxHUeWZmtshlnp4AaABAg,Purito Codigo,informatica,2
"buenaa, muchas gracias
me encanta que expliques para que sirve cada función, existen tutoriales donde no explican nada y solo van poniendo, con esto aprendo mucho <3",UgzXpGnD36_gj4yz5c94AaABAg,Purito Codigo,informatica,2
"Hola, una pregunta, cuando le doy click al botón de ""Sí, eliminar"", no realiza ninguna acción, simplemente se queda todo igual, ¿qué podría estar haciendo mal?",Ugwfl0tblU642mmJjo14AaABAg,Purito Codigo,informatica,2
"Buenas tardes, no puedo descargar el archivo, me dice que esta cifrado. Podrías ayudarme",UgxjqiKIWkPpfAbHqpJ4AaABAg,Purito Codigo,informatica,2
En el link de descarga me dice que necesito un clava cuál seria,UgwMH9E0asJyosdNyiR4AaABAg,Purito Codigo,informatica,2
esta chevere sigue asi amigo exitos si podrias subir videos de busqueda autocompletable y que no acepte duplicados,UgzBc0YjADJCr2-88rN4AaABAg,Purito Codigo,informatica,2
podrias subir el proyecto? Lo que esta para descargar es solo el css.... gracias,UgyCCzmbQdugqxQX1pV4AaABAg,Purito Codigo,informatica,2
"Hola ,disculpa podría subir le proyecto , es que estoy trabajando con algo similar para la escuela y me serviría mucho tener ese proyecto",UgwRA-EA5Ny6jZBj03V4AaABAg,Purito Codigo,informatica,2
"Buenos días, te sigo hace bastante tiempo y me gusta muchos tus vídeos son muy actualizados, quisiera que compartieras el proyecto completo porque el link de descarga solo viene los estilos y nada mas. Muchas gracias",Ugz9KOGy4DDw1gZuGiJ4AaABAg,Purito Codigo,informatica,2
"maravilloso!! uno de realizar búsquedas, tu canal me ha servido mucho para la universidad he aprendido bastante con lo que haz enseñado en este momento con lo que he aprendido de tí hago un proyecto de ventas de aguas purificadas. muchas gracias!!",UgzdFIjlmBmC0V27TRZ4AaABAg,Purito Codigo,informatica,2
"Hola Purito Código, felicidades muy bien explicado todo, de verdad!!
En mi caso, cuando hago click en el botón editar, no me salen los datos de la persona reflejados como en tu caso y en la base de datos no sale modificado, me podrías decir cúal es el motivo por favor ?Estos son los 3 scripts que he utilizado en el head:
    <script src=""https://code.jquery.com/jquery-3.6.0.min.js""></script>
    <script src=""https://cdn.jsdelivr.net/npm/@popperjs/core@2.9.1/dist/umd/popper.min.js""></script>
    <script src=""https://cdn.jsdelivr.net/npm/bootstrap@5.0.0-beta3/dist/js/bootstrap.min.js""></script>
</head>",UgxfJVFqk1dCZ4WRZM54AaABAg,Purito Codigo,informatica,2
"Ciertamente despues de tantos videos que hablan del mismo tema uno que en verdad me ayuda a resolver el problema mil millones de gracias a  usted, es una pena que yo sea una persona pobre y no pueda hacerle un humilde donativo, pero sepa que se lo merece. Siga ayudando así.",UgytsNe8H1PVWcH1xVF4AaABAg,Purito Codigo,informatica,2
"Cuando las tablas tienen bastantes registros, como se le puede poner una búsqueda y una paginación que te permita navegar dentro de los registros de 10 en 10 o 30 en 30..",Ugy0uWtjo4EUvdAy3WN4AaABAg,Purito Codigo,informatica,2
"no me funciona me sale error, me dice que no se a definido la ""$"" que es $('.editbtn'), y trato de descargar el proyecto pero me pide contraseña me puede indicar cual es la contraseña gracias",UgwShH3YGWsFY4AjACx4AaABAg,Purito Codigo,informatica,2
"Buenas tardes me podría ayudar como paso una imagen de la tabla al modal editar? si el código js es solo para capturar los valores de los input text, select, textarea.",Ugx-4egXvQOth88aPnJ4AaABAg,Purito Codigo,informatica,2
Puedes pasarme tu link del proyecto porfa ? No me agarra el modificar datos,UgxeFW2jzMct_Vzz-UZ4AaABAg,Purito Codigo,informatica,2
"Hola, mira que me paso algo extraño, realice el CRUD todo tal cual como el video pero al momento de editar no me carga los datos de sexo ni el documento y cuando trataba de cambiar me sale Notice: Undefined index: sexo in /opt/lampp/htdocs/cursophpyoutube/editar.php on line 6, pero al probar en el codigo en el index en <select name=""sexo"" id=""sexo"" class=""form-control""> borrando el contenido del id en sexo y dni y volviendo a ejecutar me deja que aparezca las opciones en sexo pero no me aparece el dni cargado y al actualizarlo cambiando el dni me lo actualiza pero si coloco los id no me actualiza los datos.",UgwF52eKNVYh3kfwdvl4AaABAg,Purito Codigo,informatica,2
"Muy buena explicación, lo unico que no me funciono los cambios en la base de datos",UgyGlP6NqPYPbeFfNZ94AaABAg,Purito Codigo,informatica,2
y podria hacerlo sin mysql osea solo usando codigo puro sin la necesidad de un base de datos =?,UgwqObcnoRJWLi330qt4AaABAg,Purito Codigo,informatica,2
"Extraño programar de esta forma, hoy en día ya no es así, ahora tenemos que usar frameworks como Laravel o React  o Angular etc.",UgygxR3f5nmUTv8CdLh4AaABAg,Purito Codigo,informatica,2
Podrias poner un mensaje al momento de guardar que te bote un mensaje diciendo que se registro con exito,UgwaF2-zmWVEbzhl70R4AaABAg,Purito Codigo,informatica,2
"Mucho gusto y mis respetos para ud , por donde empiezo si estoy recien aprendiendo  !!",UgwCDoEYk_62RGNw_yt4AaABAg,Purito Codigo,informatica,2
"Buen vídeo, pero al tratar de ingresar datos me da este otro error 
Fatal error: Uncaught Error: Call to undefined method mysqli::bindParam() in C:\xampp\htdocs\Proyecto de PW4\Insertar.php:13 Stack trace: #0 {main} thrown in C:\xampp\htdocs\Proyecto de PW4\Insertar.php on line 13
Alguien me ayuda porfa?",UgwYpBK__2MTsyj5OuN4AaABAg,Purito Codigo,informatica,2
"deberías hacer un tutorial donde enseñas a crear un CRUD pero usando tablas relacionales con más de un elemento no sé si me explico, por ejemplo, si un una persona le gustan los perrores y los gatos, que lo muestre en una consulta",UgwCK4A3F-NJlRDxALF4AaABAg,Purito Codigo,informatica,2
"Gracias por todo hice un sistema de facturación siguiendo ejemplos de tu curso pero tengo un inconveniente que es el siguiente el sistema lo instale de manera local y la red tiene 2 computadoras al momento que voy a facturar yo tomo el número de la última factura para mostrar al usuario el número pero si los 2 usuarios facturan a la ves se me intercalan los datos y valores si me puedes orientar como atacaría esa parte
Saludos desde venezuela",Ugyw-ICLTcpkKbTv35R4AaABAg,Purito Codigo,informatica,2
"Buen dia PuritoCodigo! Yo tengo una duda al respecto de los controladores. He notado que haces un controlador para cada formulario o para cada cosa que utilizes como listar o eliminar. Y mi pregunta es: como es recomendable trabajar con los controladores; si hacer un controlador para cada cuestion que se implemente por ej: un controlador para listar  otro para editar... y asi. 

O hacer un solo controlador donde incluya todo el proceso del CRUD. 

Voy iniciando en php ya se las bases de php y empiezo a trabajar con MVC y Mantenimiento CRUD.

Espero me puedas aclarar esa duda Maestro.
Bendiciones! Me has ayudado Bastante con este curso.",UgzN0Ztwj7QPoKPkqu54AaABAg,Purito Codigo,informatica,2
Graciasssssssss me salvaste mañana tengo parcial de esto ucha jeje gracias,UgyejZSk9WkUs_Engml4AaABAg,Purito Codigo,informatica,2
Yo creo que en tu insertar muchos códigos usas ..Eso debes manejarlo con dos líneas nada mas,UgwN9n79UExAzMAmZV14AaABAg,Purito Codigo,informatica,2
"Excelente, me gusta la forma que interactuas con Bootstrap, ya lo había hecho en una oportunidad y los resultados son magníficos. Muy buen vídeo, te estaré siguiendo.",Ugwljkjxhq7ryROLhu14AaABAg,Purito Codigo,informatica,2
Exelente video lo entendí a la perfección... Muchas gracias me ha servido mucho y para cuándo el próximo cap ?,UgxIxoz4G6zxQ6jwTHB4AaABAg,Purito Codigo,informatica,2
Hola. Solo quiero preguntarte como se pueden guardar los datos de un formulario en la BD. De antemano muchas gracias.Bendiciones,Ugzv6V6QhCWV0rIkj814AaABAg,Purito Codigo,informatica,2
"buenos días, muchas gracias por tu conocimiento,... puedes compartir el código?",UgzM3xOdvT_ppYh0TGJ4AaABAg,Purito Codigo,informatica,2
"Gracias he visto varios tutoriales he practicado no funcionaba , pero toy siguiendo el tuyo chevere saludos todo funciona sigue asi exitos",UgwwcJZ9Yq03BNkvMM94AaABAg,Purito Codigo,informatica,2
Hola no me funciona no muestra los registros solo funciona la conexion,Ugw5cBE8l8Y2ufo6LJN4AaABAg,Purito Codigo,informatica,2
"Descargar aquí el Proyecto Completo 
      donde esta el link descargar el proyecto  GRACIAS",UgzHVv5ouOm4JGRoW0V4AaABAg,Purito Codigo,informatica,2
"Hola si alguien me puede ayudar. me tira este error cuando quiero listar.php
Fatal error: Uncaught Error: Call to a member function fetchAll() on boolean in C:\xampp\htdocs\crud-php\listar.php:5 Stack trace: #0 {main} thrown in C:\xampp\htdocs\crud-php\listar.php on line 5",UgyrHfkZ7gNOa-V3LSR4AaABAg,Purito Codigo,informatica,2
"bien tus videos, TU  VIDEO DE PAGINA WEB QUE REALIZARTE EL AÑO PASADO  ME  SRVIO MUCHO, ahora podrías realizar  un  vídeo de un proyecto de un hostal con sus reporte del dia, semana, y mes, (mysql, php), gracias por la respuesta",UgyuBpR8RSVmR8FZgHd4AaABAg,Purito Codigo,informatica,2
"Gracias , me gustaria ver despues como agregar paginacion  y filtro de búsqueda a esos datos",UgyGTlnzqRoL-HqDdLZ4AaABAg,Purito Codigo,informatica,2
"Muy buen aporte al conocimiento y espero que sigas adelante compartiendo 
y quisiera por favor si pudieras compartir el codigo de tus ultimos 5videos de php y mysql muchas gracias",UgyHn3ZgWjDwhdweDHh4AaABAg,Purito Codigo,informatica,2
"Un tip que ahorra un poco de código, en lugar de poner: ""<?php echo $persona->id?>"".

Podrías poner ""<?= $persona->id ?>"". Con eso te ahorras el echo y queda un poco más chico, el = funciona como el echo.",UgzDhrjzdZOQfjYNuNp4AaABAg,Purito Codigo,informatica,2
"Brother.. eres un crak, está chida tu lista de reproducción, que buena onda que existan canales así que hagan las cosas paso a paso..! te ganaste un suscriptor más. saludos hermano.",UgwxQEIUl8-5vCpLbQt4AaABAg,Purito Codigo,informatica,2
"Muy bueno el tutorial, Podrias incluir MVC + POO al proyecto, sigue así crack ;)",Ugz70hy0TNiaXTM_7i94AaABAg,Purito Codigo,informatica,2
"Buenos videos, no dejes de subir videos, sé que tienes pocas visitas, pero lo estás haciendo bien.",UgwZ-GdjoTMGnlLXLi94AaABAg,Purito Codigo,informatica,2
"hola amigo sabes, he seguido este curso que has impartido y es excelente me gusta tu manera de explicar . solo tengo una duda, : ¿seguiras subiendo videos de este curso ? o solo llega hasta funciones ? saludos man , espero tu pronta respuesta",UgxOhwaCirm5bIsaX_J4AaABAg,Purito Codigo,informatica,2
"vengo de facebook hermano, gracias por hacer este tipos de videos eres un grande",UgwsC1U2DAM076b6HTN4AaABAg,Purito Codigo,informatica,2
"Buena tarde, muy buen vídeo, has probado a realiza un control de visitantes?",UgztqjAu5E61M5fF0Sl4AaABAg,Purito Codigo,informatica,2
"gracias por el video ,tengo un consulta recien estoy aprendido php y quisier saber si hay un modo de mostrar  elresultado dentro de un text area ,o un label en el mismo formulario.",Ugz3ZWdUfdFuqZumrL14AaABAg,Purito Codigo,informatica,2
"Buenos videos todos, Muchas gracias por enseñarnos tanto conocimiento, sigue así. ",Ugya605ujuP77Jefca14AaABAg,Purito Codigo,informatica,2
¿Cuál es la diferencia entre un foreach y un while para recorrer arrays?,UgzvAMQsmgJ7aAo6BIx4AaABAg,Purito Codigo,informatica,2
"Explicas los arrays pero luego en tus vídeos del CRUD utilizas atributos sencillos (int, varchar...) osea que de poco ha servido",UgzaeDUiinkUSKvGBUh4AaABAg,Purito Codigo,informatica,2
"Como haría si quiero llenar los valores de ese array , con nombres de los colores guardados en una base de datos mysql, osea que sean cambiantes segun los colores asignados a una persona X. De antemano, gracias por su ayuda",Ugwmcr5_qr3Sf8gz0MJ4AaABAg,Purito Codigo,informatica,2
porque no veo el enlace de Descargar aquí el Proyecto Completo ,UgxbACp1p9T_jr-KfIt4AaABAg,Purito Codigo,informatica,2
"Muy bueno el video, bien explicado. PD. Dale comida al gato bro :D",UgyxLHEvfGkHYzT1J_t4AaABAg,Purito Codigo,informatica,2
