Comentarios,Categoria
"Aquí deslizaste bastante Rallo, por esto soy conservador, porque el primer lugar esto es una fiesta ilegal",politica
"Me encantan tus analisis. A veces me chocan por mi propia ignorancia pero voy profundizando. El tema es que hecho de menos acciones concretas. La verdad es que estamos indefensos ante el actual estado. Solo hay doctrina, acientifica y amoral y nosotros totalmente desorganizados.",politica
"La degradación de la democracia española va cuesta abajo y sin frenos y el problema es que la gente no lo entiende o no ve que aunque de tu bando hay que exigir escrupuloso respeto de la ley y que un régimen dictatorial no se hace de un día para otro, son pequeños detalles día a día...",politica
"6:50 Que no rallo que no, tú mismo lo dices, residir temporal o permanentemente, alquilar un piso turístico 3 días para montar fiestas nunca supondrá una vivienda.",politica
"2:18 jajajaja a la niñata esa se le va a caer el pelo, dentro habían 5 que sí querían identificarse y no les dejaron jajajajajaja ¿Adivináis? detención ilegal.....a saber si cobra a sus "" amigos"" por la fiesta.....bah que panda de progres queréis sacar a los okupas a rastras y para una vez que la poli hace su trabajo os quejáis.
1 Piso turístico.
2 Quejas por ruido 3 días seguidos.
3 Negación de la identificación.
4 El propio dueño del piso denuncia.
Me descojono, os merecéis que entre toda África no sois capaces de valorar la ley y el orden.
PD: No soy progre.",politica
joder... ahora te das cuenta Rallo? todo esto de la pandemia es única y exclusivamente para imponer el totalitarismo a nivel global,politica
"Desde un punto de vista liberal, una revolución sería orden espontáneo?? Ojalá los propios vecinos del brazo represivo del Estado nos informen de sus identidades..",politica
"Totalmente de acuerdo con la introducción. Pero la flagrancia no solamente justifica violar el domicilio para detener la consumación de un delito. Un delito ya consumado también lo autoriza cuando sea para evitar la alteración de los efectos jurídicos de ese delito. Ej. Alguien mata a otro y  está o a posteriori se introduce en un domicilio privado, el delito ya se ha cometido y la policía puede perseguir al infractor o entrar donde esté a efectos de capturarlo o simplemente para evitar que destruya, altere o oculte pruebas... También es importante en este caso la distinción entre domicilio y morada ya que es lo último lo que puede ser hasta una tienda de campaña y esta igualmente amparado.",politica
"<<La democracia es una farsa>> de Daniel Estulin lo refleja bien.

De todos modos, no hay democracia, porque el mundo está en manos del Grupo Bilderberg y BlackRock.

Hoy en día, no cogen un fusil de asalto y disparan en la nuca, pero se censura",politica
"Y con los okupas? Ahí nada..tienen derechos ..esto ya es el colmo
.",politica
"Eres economista y sin embargo explicas cuestiones jurídicas con la misma claridad que la materia que te es propia. Es una de tus grandes cualidades, explicar lo complejo de manera fácil, lo cual lleva mucho trabajo detrás. Enhorabuena y gracias por el aporte. Estamos viviendo tiempos terribles, pero no por la pandemia, sino por la política, en parte culpable de aquélla. Gracias por difundir las ideas que difundes. Mi preocupación es máxima, no por lo que está haciendo el Estado, sino porque hay gente que lo justifica.",politica
"Decir que la Policía puede entrar en cualkier domicilio pidiendo que se identifiquen, es falaz. Ni en este, ni en ninguna caso que yo conozca, se va por los domicilios pidiendo identificaciones aleatorias. En este caso habían varias denuncias previas y se escuchaba la música y los gritos desde el portal del edificio, por lo que no fueron a pedir la identificación de nadie por gusto. Había indicios mas que justificados.",politica
"El abuso de poder sin justificación, sin dar cuentas y la pérdida de libertades con la demostración de estos actos es lo terrible del Estado de Alarma q tanto se está aprovechando el Gobierno.",politica
"Me esperaba más de Rallo que decir que hay que dejar varias dotaciones de policía esperando en una puerta de manera indefinida. Como sobran coches en la calle, quita a 4 o 6 policías y déjalos de manera indefinida delante de una puerta, claaaaaaro.",politica
"art 18.2. El domicilio es inviolable. Ninguna entrada o registro podrá hacerse en él sin consentimiento del titular o resolución judicial, salvo en caso de flagrante delito.
 un delito es un delito nos parezca mas o menos grave a nosotros, y la negativa a identificarse lo es ,si la policía espera para sancionar (como ya paso) resulta vergonzoso, pero si no se espera, resulta exceso de fuerza bruta, al final los culpables de todos los males acabaran siendo los policías,  ya que son el blanco fácil ,eso si, cuando hacen falta los aplaudimos , manda huevos!!!!! la obligación de identificarse esta regulada y contemplada desde antes de la pandemia , a ver si al final van a tener que pedir los policías  por favor la identificación , de verdad que me parece lamentable!!, vamos a apoyar un poco mas a nuestras FFCCS que están para ayudar y son los que en disturbios como los de el rapero famoso reciben los palos para evitar males mayores, y no , recibir palos o cocteles molotov no va en el sueldo",politica
Gracias!,politica
"Es tan tan tan tan evidente,  que el juez de guardia ha dicho que la actuación se ajusta a derecho. 
Necesitan una orden judicial!!
El juez que se supuestamente tendría ke haber dado esa orden dice que todo ok.
Da igual!! Ley mordaza!!!",politica
Los Españoles necesitamos armarnos ya.,politica
"La policía ha decidido convertirse en nuestro enemigo, defendámonos sin miramientos.",politica
"La vivienda es inviolable,. Coronatimo. Las sanciones administrativas no pueden entregar en tu casa sin un orden judicial. Los terroristas informativos son cómplices. Lo mejor es no contestar cuando algún vecino comisario politico se chiva. Silencio absoluto. Además cualquier multa anterior por la mascarilla no se cobrará, ya que la policía y las comunidades autónomas han prevaricado. O paramos está tiranía o vamos a llorar TODOS. Los  políticos son todos iguales. La constitución está por encima de todo. Las redes están llenas de bot pagados con dinero público y a favor de está tiranía. Las fiestas no sson ilegales!!!!!!! Cambiemos el lenguaje",politica
"Horroroso, acabaremos denunciandonos unos a otros , policia! Policia! Que mi vecino convoco una ""reunion ilegal"" ",politica
"Esta vez no coincidimos. Ahí dentro unos individuos decidieron saltarse las normas y se espera que las leyes les protejan. Puede ser legal, puede ser una consecuencia de nuestro sistema jurídico, pero en ningún caso es moralmente aceptable o razonable que queden sin castigo. Lo de esperar en la puerta ya lo pensé, pero eso tiene el inconveniente de ocupar recursos públicos. Por mí, mientras no se cometa un abuso flagrante de la patada en la puerta, no tengo problema en ello, igual que con los “okupas”. En cualquier caso, un placer ver el vídeo. Un saludo",politica
"SÍGUEME EN MIS OTRAS REDES:
►Instagram: https://www.instagram.com/ruben.gisbert
►Facebook: https://www.facebook.com/gisbertruben
►Twitter: https://twitter.com/gisbert_ruben
►Twitch: https://www.twitch.tv/rubengisbert

PARA COLABORAR Y AYÚDAR A SEGUIR CREANDO CONTENIDO:
►Patreon: https://www.patreon.com/laguaridadelzorro
►Donaciones Paypal: https://www.paypal.com/donate/?cmd=_s-xclick&hosted_button_id=6YHX8UT3AR786&source=url

CANAL SECUNDARIO de DIRECTOS: 
► https://www.youtube.com/channel/UCN85XS0O8AKzyYu5OqVaLIw",politica
"Yo lo que no entiendo es cómo pretendes que dimita cualquiera de esos indeseables viendo lo que están haciendo cada día. Cómo están estrujando las leyes y manipulándolas a su antojo con el principal beneficio de mantenerse en el poder (ya sin contar el caos y el dolor generado por el camino). Tanto los que lo hacen, como los que miran para otro lado.",politica
"El Derecho ya no existe, el gobierno DICTA las reglas del juego.",politica
"Quién no lo ha conocido cara a cara al Grande Marlaska no sabe lo prepotente,lo impertinente y lo arrogante que es .
Yo, si, por desgracia !",politica
Qué fuerte. Este tipo de precedentes de hacer con la Constitución según convenga a alguien no nos lleva por un buen camino.,politica
"Ya el concepto de fiesta ilegal da que pensar. Lo de pasarse los derechos y la constitución por el arco de Trajano empieza a ser costumbre en este gobierno tan ""progresista"". Los ciudadanos estamos a merced de esta gente. Nadie les parará los pies?",politica
"A ver yo no entiendo de esto y me gustaría preguntar por si alguien puede responderme ¿Es posible que se haya saltado la ley por las circunstancias excepcionales que estamos viviendo? Quiero decir que, LEGALMENTE, lo haya hecho. Aunque evidentemente para mi Rubén tiene razón. Gracias.",politica
"Si ellos no son capaces de cumplir las leyes que escriben como pretenden que los demás las cumplan, hay que frenar estas coacciones contra la libertad",politica
"A este desgraciado no se la olvidado nada, simplemente nunca lo ha sabido. Estos ignorantes del gobierno se permiten todo esto porque saben que no habrá consecuencias,porque las leyes están echas así. De que tendrán miedo si los jueces miran al otro lado,la oposición vota alegremente un estado de excepción encubierto sin decir ni una palabra,los ciudadanos denunciando a diestro y siniestro vecinos,amigos, desconocidos ,da igual lo importante es ser el ciudadano ejemplar. Los mismos que salían a aplaudir en los balcones, ahora salen a vigilar a ver si alguien esta paseando sin mascarilla para increparlo y decirle de todo sin saber porque no la lleva. Los medios de ""descomunicacion""  masiva,bien regados de dinero público por el gobierno de mierda ,reparten  noticias falsas con una alegría impresionante. Ahora resulta que cuanto más se vacuna más se tiene que llevar mascarillas,no salir de casa (excepto para ir a trabajar,por lo visto el virus no afecta la gente que está trabajando) porque claro,hay que cobrar impuestos, que si no de dónde saldrán los sueldos que cobran. Mientras sucede todo esto la gente en casa sin decir ni piu a vigilar los vecinos,a ver si gana un premio de buen ciudadano. Que triste este país, bueno el país no,el mundo entero,triste,gris y asceroso. Yo  tengo las maletas hechas, no creo que tardaré mucho. Saludos.",politica
"Cuando Rubén critica a la ""izquierda"" los suscriptores aumentan muchisimo, cuando lo hace con la derecha no ocurre tanto...",politica
Zasca tras zasca bravo Rubén.,politica
"El problema es que por culpa de 4 fiesteros irresponsables, el gobierno quiera aprovechar y modificar la ley.",politica
Cualquier día entrarán a la fuerza y se llevarán una sorpresa quien sabe les puede confundir con unos ladrones y darles plomo en defensa propia ya sabéis,politica
No apoyo la violencia pero el gobierno es ignorante si cree que los disturbios de Cataluña no se pueden extrapolar y masificar a nivel nacional a raíz de coartar libertades y principios .,politica
Marlaska dimisión,politica
Gracias por tu trabajo,politica
"No es un piso turístico, han sacado el contrato de alquiler y es de 1 año.",politica
dónde está el propietario coño que salga,politica
"Hay un dicho que dice: ""es mejor enfrentarse a cien delicuente que a un mal juez"". Creo que se ha quedado corto, deberíamos cambiarlo por "" la justicia"". Sobretodo cuando el poder político es quien quita y ponen jueces. 
Separacion de poderes, ¡Ya!.",politica
y así va este país,politica
Comentario de rigor,politica
"No ha olvidado derecho, ha hecho más grande el bolsillo y eso bloquea conocimiento y juicio",politica
Lo más triste es que el Poder Judicial no haga absolutamente NADA. Me gustaría ver cómo un juez o magistrado plante cara a esta dictadura del coronavirus.,politica
Good!!!,politica
Grande Rubén exponiendo la escoria que gobierna España ahora mismo,politica
Alto y claro!!!. Todo mi apoyo señor Gisbert!.,politica
Una más entre tantas tropelías .  En la mano del pueblo está el poder cambiar esto a mejor y no dejarle a nuestros hijos un país hundido en todos los sentidos,politica
"Cuántos favores deberá este personaje para perder toda ética profesional y moral de este ""supuesto"" juez... Así nos va! Deberían deshabilitarlo de por vida para todo cargo público y que se vaya a trabajar haciendo chapas.",politica
"Comento por el algoritmo, y por la libertad política",politica
"como siempre en este pais d corruptos si x ley no pueden joderte , se la pasan x el forro o se la inventan",politica
Buen video!,politica
muy bien explicado. GRACIAS,politica
"Yo creo que están aprovechando el mensaje de ""excepción"" para colar experimentos sociales, supongo que el impacto de mañana saltarse ciertas leyes, si esto lo permitimos, está claro que ante una abstención o otros tipos de movimientos, tomaran como norma saltarse la ley para poder seguir manteniendo el poder, ya que sabrán como hacerlo de forma sutil y las consecuencias,  ya estamos viendo el despido de sus puestos a youtuber o periodistas con el titular "" por criticar al gobierno"",  asaltos a la vivienda privada, deslegitimar a youtuber con bulos como ""no pagan impuestos"" y otros temas, cuanto más se permita esto, más se naturaliza en la sociedad y mañana será algo de todos los días y solo dos o tres personas valientes saldrán a dar la cara a protestar, los demás los verán como acciones inútiles.",politica
Pero si ya han vulnerado todos los derechos fundamentales y nosotros lo estamos consintiendo....de k nos extrañamos? Es k no hay forma de sacar YA a toda esta escoria de ahí?ojo los primeros los jueces k no aplican la ley.,politica
Narco pisos y casas ocupas ahí no echan la puerta abajo...,politica
"Totalmente de acuerdo con todo lo que dices. El ministro lo que está insinuando es que la morada, según su concepto, puede ser arbitraria dependiendo del uso que le des. Escandaloso a todas luces. Un cordial saludo",politica
"No solo se la ha olvidado derecho, sino que los que cometieron delitos no fueron los de la fiesta sino los agentes de la autoridad que derribaron la puerta. Al menos acreditado ha quedado el delito de daños, (rotura de puerta)  delito contra los derechos fundamentales (inviolabilidad del domicilio) prevaricación,  abuso de autoridad. Etc. . .   Suma y sigue.",politica
"O un mitin de algún partido político, ir a votar...",politica
En una dictadura no existe el derecho,politica
"Cada día esto tiene peor color. Y lo peor, es que la gente lo está consintiendo. Con tanto apesebramiento y servidumbre. Cada día la gente con la cabeza más vacía, triste todo. A seguir Ruben!",politica
Salud y libertad colectiva gracias,politica
"Tiene un rollito muy gestapo.. decretan estados de alarma ilegales, tumban puertas... Ojala en algún momento la justicia actue y detenga a toda esta mafia y se quiten las cadenas para de una vez tener un estado de derecho",politica
"Sr. D. Rubén, hay que echarlos,    sino estos politiquillos, catetos, sin escrúpulos,  carentes de moral,   gobierno de Colas del hambre, derrochadores de nuestros  impuestos,   arbitrarios, se saltan las Leyes a su antojo y manera,
Por favor como  heces que den cuenta????",politica
Gracias,politica
A éste paso no puedo celebrar el cumpleaños en mi casa con mi familia que son personas con las que vivo.,politica
"Motivos de rescisión de contrato de arrendamiento: impago del alquiler, ocasionar daños al inmueble de forma deliberada, realizar actividades ilegales.
Habláis del derecho en la morada, una morada que virtualmente esa chica perdió por incumplir el contrato.....es ilógico ampararse en la inviolabilidad de un ""hogar"" del que vas a ser expulsado, los okupas hacen lo mismo pero directamente ilegal, pero no hay mucha diferencia.",politica
"Es tal como dice Álvaro Bernard, las grandes vulneraciones de derechos empiezan con pequeñas vulneraciones, y cada vez son más y más grandes",politica
"El perro se debe a su amo y como tal, asi ejerce.",politica
Gracias Ruben por desmontar más mentiras de estos sin vergüenzas. Saben manejar a los ciudadanos porque conocen la justicia y envían mensajes confusos y los que no sabemos podemos creernos sus declaraciones. Fuera esta clase política. Urnas vacías para desmantelar todo su sistema. A por la libertad política colectiva.,politica
"Rubén, es muy sencillo, el piso esta en Madrid, y como ahora y hasta el 4M (de momento), la máxima representante de Madrid, es Ayuso, quieren usar todas las tretas posibles para desacreditarla y derrotarla en campaña, tenga razón ella o no, vamos, el típico juego sucio del Psoe...",politica
"Vergonzoso como juegan con la ley, miente usted S. Marlaska! Tenga decencia y DIMITA!!!",politica
Gracias.,politica
Esto ocurre en España porque en los años setenta y tantos muchos se acostaron amando la dictadura y se levantaron demócratas de toda la vida,politica
Vaya esquizofrenia legal xd,politica
Ahora que me sigan negando el sesgo autoritario y nefasto que tienen estos oligarcas..... lamentable.,politica
jajaj se la van meter hasta el fondo la policia es tonta? saben de sobra que no pueden y lo hacen  madre mia esto es como el chavismo derechos fundamentales solo para quien les interesa,politica
Claro y alto,politica
2 abogados  ganaron en contro el Estado de Belgica para las restricciones liberticidas dentro 30 días. Pero los medios no hablan de este asunto.,politica
Todo esto que está pasando¿No puede estar avalado por las continuos atropellos a nuestras libertades desde el gobierno desde el mal llamado estado de alarma? teniendo en cuenta que supuestamente es ilegal pero como viene desde el gobierno pues nos lo tenemos que comer,politica
"Se pasan por El forro la constitución. 
EXPEDIENTE ROYUELA",politica
"Marlaska es el zenit personificado de la corrupción, dictadura de la partidocracia. Todos los poderes que deberían ser separados los lleva el. Es decir es también un abuso de poder inadmisible.",politica
"Gracias por esta nueva exposición. 
Por si a alguien no le había quedado claro..
Este ministro va acumulando puntos, Ya no le caben en la cartera, un día de estos la revienta.",politica
"Lo que está claro es que esta gente nos la quiere colar por cualquier lado,les da igual todo...
Siento vergüenza ajena...
Un saludo Rubén",politica
"El Señor Marlaska sabe perfectamente lo que dice y para qué lo dice, que no es otra cosa que defender ante la opinión pública la actuación de la policía nacional, la cual está integrada en su departamento. Por así decirlo, está defendiendo a sus pupilos, intentando reducir o desviar el linchamiento público. Esto podría ser loable a priori, pero desde luego no cuando la actuación que defiende es tan descaradamente ilegal, abusiva y lesiva de DDFF.",politica
No teníamos bastante con los okupas que ahora quienes nos deberían proteger se han convertido en okupas también.,politica
Y porqué no entran los policías en los pisos ocupados??? ahí no interesa...,politica
"Ministro de justicia
Ministro de sanidad
Ministtra de educación
Ministra de hacienda.
Ministro de fomento...,y suma y sigue...
NO PUEDE SER!!!.
No se puede consentir que un pueblo tenga que sufrir, vote lo que vote, a las personas que les gobiernan de esta manera. No es coherente, no es razonable, no es ético, no es justo, está fuera de toda lógica y es inaceptable. 
Porqué lo toleramos???",politica
Debate con Marlaska ,politica
EL USO DEL BOZAL ESTÁ DESTROZANDO EL CEREBRO A AL CARRERA.,politica
LA MANIPUACION DE LA PALABRA EMPIEZA A DAR ASCO VOMITIVO.,politica
"LA AUTORIDAD YA NO ES NINGUNA AUTORIDAD, ES UN ABUSO.",politica
Muy bien explicado,politica
"Como comprenderas, Ruben, ese tipo de noticias no va para gente como tu, va para gente ignorante que con un titular del tipico medio ya se conforman y se quedan tranquilos de que alguien en el poder del estado suelte tales barbaridades ""sin sentido"".",politica
Por que no hacen lo mismo en los pisos ocupados? Asco de país aborregado.,politica
Que rápido se olvida uno de su vida cuando prueba las mieles del poder.,politica
"Marlaska está en la media de todos los españoles que piensan que hay que defender todo lo que se haga siempre que venga de su ""equipo"", de ahí las piruetas argumentativas.",politica
"Una pregunta, quizá muy tonta pero que me ronda la cabeza.
Si realmente ese piso es un inmueble turístico, habrá una persona o empresa, la arrendadora, cuyo nombre aparecerá como tal en todos los documentos pertinentes, ¿no?. ¿No podría la policía investigar eso y multar a esa persona/empresa ya que es el responsable último al alquilarle ese piso a los fiesteros? Además así te asegurarías que o bien no alquilarían más a descerebrados o que cada vez que alquilasen a alguien dejaran clarísimas las normas para no molestar a los vecinos, porque sino esto seguirá...",politica
"Marlaska no se cree ni lo que dice, se le nota en la cara y en sus palabras, pero su jefe manda y es lo que hay.... Por qué de quien depende Marlaska? Pués eso.
En nuestras manos está cambiar este sistema putrefacto.
Salud y libertad política colectiva ",politica
"Intenta enrevesar un poco la explicación de algo que es muy sencillo para ver si cuela pero hay un momento en el que parece que se cansa y le dan ganas de decir ""por que yo lo digo y punto""",politica
vaya basura de políticos que tenemos.,politica
"Entonces a ver si me ha quedao claro... Con ignorar y no abrir la puerta  a la policía cuando estés en tu superfiesta, jodiendo a los vecinos colindantes sería suficiente para continuarla y no pagar sanciones administrativas? Es eso no? Creo que el tema de los derechos se os está subiendo a la cabeza, cuando vives en sociedad la libertad tiene un límite y tus actuaciones también. No nos engañemos quien quiera libertad al 100% que se vaya a una isla desierta",politica
LIBERTAD POLITICAA COOLECTIVAA,politica
"Preocupante el pisoteo cada vez mayor de derechos fundamentales, y de la ignorancia de quiénes ostentan cargos superiores mejor ni decir nada...",politica
Pues hay mucha gente de acuerdo con que la Policía haga estas cosas. Igual estaríamos más contentos con un estado policial al estilo de 1984 .,politica
FIESTAS ILEGALES?? ILEGALES SON ELLOS Y ENCIMA SE RIEN EN LAS REDES TV ETC NO TRATES D SEŃOR AL Q NO ES NI UNA MIERDA  Ruben sigue asi nunca canbies,politica
"Rubén una vergüenza de policía de ministro del interior y del juez PODÍAN HACER LO MISMO CON LOS OCUPAS PERO NO LES INTERESA 
PEOR QUE LA CHINA COMUNISTA",politica
Los socialistas no dimiten se les hecha,politica
¡Y estos son los que nos gobiernan!,politica
"Mira q estoy de acuerdo en muchas cosas q dices en tus vídeos y los sigo habitualmente.

Pero aquí, en esta ocasión y no soy abogado pero me guío por lo q tú mismo has leído. No estoy de acuerdo por varios motivos.

- la situación actual prohíbe la fiestas en domicilios. Por lo tanto, los agentes ven probable q se esté cometiendo un delito dentro de esa vivienda ( aunque no nos guste q lo califiquen como delito )
- el artículo q lees y q utilizas, no es más q una argucia para violar la prohibición de hacer fiestas en domicilios e intentar quedar impunes.

- Además en ese mismo artículo q tú lees dice q es para hacer uso de su privacidad individual o familiar, aunque sea de manera esporádica. Y los q estaban no eran ni uno y seguramente q era lo q los agentes querían comprobar tampoco familiares.

Por lo q en parte no estoy de acuerdo con este vídeo tuyo.

En cualquier otra situación y sin las restricciones actuales, es más q evidente q tienes toda la razón.",politica
Visto lo visto no me extraña nada. Un saludo y libertad colectiva!,politica
Rubén.... Una pregunta que tengo.... ¿ Por qué dicen que están cometiendo un delito... Si lo que están cometiendo es una infracción administrativa? No llego a entender.... ¿Es un delito o es una infracción administrativa?,politica
"Pues lo siento, pero Marlaska tiene razón.
MORADA es aquel lugar donde MORAS (vivienda, hotel, tienda de campaña o debajo de un puente..), y ahí la policía no puede entrar sin una orden judicial.
Peeero, NO ES MORADA aquel lugar donde NO MORAS (Piso que alquilas para poner una clínica dental, local que alquilas para hacer fiestas, o pisos turísticos que alquilas SOLO para hacer fiestas). Y así lo dice toda la Jurisprudencia.",politica
Pues vaya mierda de ley... así nos va. Esto es un cachondeo... no hay educación ninguna y encima se mean en la ley. Bravo.,politica
"Pero para interpretar los derechos fundamentales ...y protegerlos está el Tribunal Constitucional, a ver si mediante la denuncia llegan a ellos en última instancia. Marlaska no puede hacerlo básicamente por la separación de poderes y por lo antes dicho el no puede alterar la esencia de un derecho fundamental según le convenga y si así lo quería que no hubiera dejado su carrera de juez.",politica
Tenemos una dictadura  total  como no espavilemos  vamos a vivir  de la limosna  de estos  políticos  corruptos  que están al servicio  del bolsillo tenemos  una partitocracia  de partidos que son la mayoría  de vividores y mafiosos,politica
"Que bueno ,quién paga manda .esto es lo mismo que si en una empresa privada el empleado hace lo que le da la gana i el jefe no tiene la posibilidad de llamarle la atencion",politica
"Cuando habló este hombre, me recordó a Rajoy diciendo un montón de cosas sin sentido",politica
Esta claro que están convirtiendo la ley en papel mojado. No poco a poco sino a contrarreloj. En este contexto el día de mañana la historia les jugará.,politica
"Mucho más grave, bajo mi punto de vista, la sentencia que anula el cese ilegal de Pérez de los Cobos, que mencionas al final, saltándose la legalidad y la separación de poderes a la torera. Pero vamos que ninguna esperanza de que esto acarree dimisión alguna; para eso hace falta decencia, responsabilidad y respeto por lo público y la ciudadanía, y estos políticos carecen absolutamente de cualquier atisbo de, siquiera alguna, de estas virtudes. Gracias por denunciarlo!",politica
"Menos introducirse cosas por el recto y correr en su cinta pagada por todos, el resto, se le ha olvidado. Cuando son ocupas , imposible entrar en la vivienda...si haces ruido con más de 4 amigos....dile adiós a la puerta.",politica
"Rubén, te invito a que consultes la resolución del suceso tras pasar por los tribunales   

️  ",politica
"No saldremos de esta , con estos políticos, me da vergüenza, que sea el que sea , defienda esto , están todos cortados con el mismo patrón, señoras y señores! Bienvenido a este país bananero",politica
"El tema no es que se le haya olvidado algo que estudió hace alrededor de 30 años, que ahora mismo estará derogado. El tema es que este señor no se ha preocupado de continuar estudiando, investigando, actualizando su conocimiento sobre el ordenamiento jurídico vivo para el mandato en el que ejerce su cargo como ministro del interior, para una ciudadanía que le ha votado.
A eso se le llama desidia.",politica
"Como siempre muy interesante Rubén. Y triste a su vez... ya que una vez más demuestran hacer lo que les sale de los huevos.  este video tenemos que viralizarlo entre todos, por que no puede decirlo más claro. Rubén no puede hacerlo todo. Animo!!!!!",politica
Claro que sí!,politica
"Lo que quieran Ruben, lo que quieran...",politica
"Rubé, a ver que haces cuando tus vecinos pongan la música a todo trapo no le abran a  la policía.",politica
Inútiles Gobernando... nada nuevo en el horizonte.,politica
Puede ser prevaricacion  perfectamente...,politica
"Una pregunta: Y si se hubiera tratado de un laboratorio de narcotraficantes, hubiera procedido igual la policía, o lo habrían hecho con la orden judicial en mano?",politica
"Justo ese señor que tiene dos funciones a la vez demostrando que no hay separación de poderes !!!!! Españoles despertad !!!!!
España despierta !!!!!",politica
Propones no votar entonces... ¿contra este asalto a los derechos? oh gosh creo que necesito el OF de Sapi...,politica
"Un juez que se suma a la perversión del lenguaje para imponer su ideología, eso no se puede aceptar, el ejercicio judicial debe ser objetivo y no arbitrario, si no esto es un caos ¿el mundo se ha vuelto loco? Por un lado los políticos robando libertades con sanciones y restricciones brutales, por otro la policía con la ""patada en la puerta"", luego los sanitarios vendiendo una vacuna experimental aceptando la modificación  de los estándares de seguridad de las vacunas y la definición de pandemia, para fomentar el miedo y el engaño, los profesores colaborando diariamente en el maltrato y abuso a los niños y jóvenes, con mascarillas y medidas abusivas diarias, durante varias horas seguidas, bombardeando sus mentes con consignas ideológicas y lo que vendrá. ¿En serio, cuándo se perdió la sensatez? Y hay gente que compraría el miedo si pudiera ¡de locos!
Esto que está pasando no es normal ni de lejos, tampoco es sano, el término ""nueva normalidad"" es otra perversión del lenguaje ideada para manipular. Lo triste es que los políticos no pondrán fin a esto jamás, seremos nosotros los que digamos ¡BASTA YA! ",politica
Muy bien esto es increíble,politica
"ALUCINANTE es poco decir.
Mas de una vez he oido a un juez decir ""si hay una cama o alguien duerme ahí (léase coche o caravana), no se puede entrar sin orden judicial porque eso es un domicilio"". Y no sabía que para hacer una fiesta en tu casa hay que pedir autorización; las fiestas en este país no son ilegales...o eso creía yo.",politica
"Si ese momento en vez de música oyen una impresora,alegan, que no es una morada ,sino una oficina...",politica
"Dirijo un hotel.
Yo no puedo entrar en la habitación de un huésped sin su consentimiento durante el tiempo que el ha contratado mis servicios.
Pongo un ejemplo. 
Supongamos que un inquilino llega a altas horas de la mañana con otra persona, entran a su habitación y empiezan a hacer tanto ruido que molestan al resto de personas alojadas. Llaman a recepción y dicen, en tal habitación se está haciendo mucho ruido y aquí no hay quien duerma.
En ese caso, tú no puedes entrar en la habitación por mucha llave maestra que tengas, por mucho que el hotel sea tuyo. Tu tienes que llamarle y pedirle que se comporte civilizadamente. Nunca me ha pasado que la gente no atienda a una llamada de atención y se calma la situación.
Pero si no se calmase, sigo estando incapacitado para entrar dentro de la habitación sin el permiso de la persona. En ese caso tendría que llamar a la policía. 
Yo siempre digo que las reglas están para todos, menos para los que las hacen. Esos, los que trabajan en las instituciones, son los primeros en saltarse las normas. 
Que entren a la casa de la gente porque alguien se esta tomando unas copas en vez de con 5 amigos más, con 9, y que eso sea perseguido como si esas personas fueran narcotraficantes, violadores o asesinos, me parece cuanto menos desproporcionado.
Y eso pasa en una sociedad que valora más la seguridad que las libertades individuales y los derechos básicos. 
Por esto mismo cada día nos parecemos más y más a un dictadura totalitaria.",politica
"Si. Rubén.. pero a este sr, no le va ha pasar nada y  como no hay  oposición  pues no va ni a dimitir estamos en un país sin ley",politica
"Cortes dimisión!!!!
Gobierno a prisión!",politica
Súmale  que además  destituyó  al  Coronel   Perez de los Cobos  por  venganza.............y  que ahora  la  Justicia   lo  obliga   a tener    que restituirlo  en   su antiguo puesto.,politica
No lo olvidó. Simplemente es malvado.,politica
"Marlaska dimisión!!!
Marlaska vete ya!!!
Marlaska dimisión!!!",politica
"Para que yo me enteré , que no soy un experto ... Según Marlasca :
En un piso alquilado , la policía si puede entrar a lo bestia ... Si estas dando una fiesta privada .
Pero si la policía sabe que en un piso alquilado se está vendiendo drogas ... No pueden entrar hasta que un juez lo autorice .

OooooLeeeeeeee ..... Los cojones cuadrados del ministro . (Sarcasmo) 

Viva  viva ️️
Viva el pueblo español 
Abascal presidente ",politica
Corrupción en Miami...,politica
Eres muy grande Rubén Gisbert. Aprendo escuchándote. Un saludo desde Barcelona,politica
"A Marlaska se le ""olvida"" Derecho, y a la inmensa y triste mayoría de ministros de la historia de nuestra partitocracia se les viene ""olvidando"" lo que sabían (o perdonando lo que no sabían) porque total, sale gratis. Ventajas de la elección a dedo, y de no ser sometidos a escrutinio útil de ningún tipo.",politica
"Cada vez me doy mas cuenta de que estamos en un estado de excepción encubierto con la excusa del bichito... Quizás sea un hecho ""aislado"" ahora pero, si no se pone remedio y pronto, se puede convertir en un hábito. Y entonces no necesitaran orden ninguna para revertar puertas. Bastaría con tener sospechas, fundadas o infundadas, para intervenir un domicilio por la fuerza.",politica
"Gracias Rubén, ¿Entonces se pueden celebrar fiestas interrumpidas, durante días sin ningún tipo de restricción sonora?",politica
"Si una ley se obvia, si una ley se manipula, si una ley se ningunea, y el que lo hace es el gobierno que nos queda a los ciudadanos.",politica
Estamos en un estado policial una dictadura comunista al uso. Y los jueces se callan y permiten estas injusticias. Ministro de interior DIMISIÓN.,politica
"No estáis entendido nada, nunca se rechazo la Ley Corcuera(¿ también del PSOE?) Y por tanto lo que han hecho es aplicar la ley",politica
